PeakID (cmd=annotatePeaks.pl consensus_peaks.mLb.clN.bed Bomo_genome_assembly_chr.fa -gid -gtf Bomo_gene_models_chr.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_33329	chr4	2324140	2325264	+	0		intron (KWMTBOMO01718, intron 2 of 11)	-intron (KWMTBOMO01718, intron 2 of 11)	16062	KWMTBOMO01717	KWMTBOMO01717	KWMTBOMO01717.mrna1						
Interval_10508	chr15	12706653	12707136	+	0		promoter-TSS (KWMTBOMO09179)	-promoter-TSS (KWMTBOMO09179)	81	KWMTBOMO09179	KWMTBOMO09179	KWMTBOMO09179.mrna1						
Interval_20953	chr21	11089675	11090372	+	0		intron (KWMTBOMO12666, intron 8 of 15)	-intron (KWMTBOMO12666, intron 8 of 15)	29990	KWMTBOMO12666	KWMTBOMO12666	KWMTBOMO12666.mrna1						
Interval_28690	chr26	9757466	9758168	+	0		exon (KWMTBOMO15778, exon 10 of 11)	-exon (KWMTBOMO15778, exon 10 of 11)	15529	KWMTBOMO15778	KWMTBOMO15778	KWMTBOMO15778.mrna1						
Interval_22409	chr22	10520246	10521536	+	0		Intergenic	Intergenic	-2755	KWMTBOMO13208	KWMTBOMO13208	KWMTBOMO13208.mrna1						
Interval_17220	chr19	11868422	11868994	+	0		Intergenic	Intergenic	-2411	KWMTBOMO11702	KWMTBOMO11702	KWMTBOMO11702.mrna1						
Interval_31860	chr3	5644806	5645508	+	0		intron (KWMTBOMO01229, intron 1 of 3)	-intron (KWMTBOMO01229, intron 1 of 3)	119	KWMTBOMO01229	KWMTBOMO01229	KWMTBOMO01229.mrna1						
Interval_1463	chr10	10020645	10021189	+	0		promoter-TSS (KWMTBOMO05787)	-promoter-TSS (KWMTBOMO05787)	18	KWMTBOMO05787	KWMTBOMO05787	KWMTBOMO05787.mrna1						
Interval_1119	chr10	7536307	7537455	+	0		promoter-TSS (KWMTBOMO05664)	-promoter-TSS (KWMTBOMO05664)	-69	KWMTBOMO05664	KWMTBOMO05664	KWMTBOMO05664.mrna1						
Interval_27829	chr26	81318	82002	+	0		intron (KWMTBOMO15469, intron 2 of 15)	-intron (KWMTBOMO15469, intron 2 of 15)	20914	KWMTBOMO15469	KWMTBOMO15469	KWMTBOMO15469.mrna1						
Interval_43885	chr9	15741354	15742145	+	0		promoter-TSS (KWMTBOMO05373)	-promoter-TSS (KWMTBOMO05373)	-146	KWMTBOMO05373	KWMTBOMO05373	KWMTBOMO05373.mrna1						
Interval_12786	chr17	2172767	2173333	+	0		Intergenic	Intergenic	-1207	KWMTBOMO10092	KWMTBOMO10092	KWMTBOMO10092.mrna1						
Interval_7642	chr14	1560459	1561598	+	0		promoter-TSS (KWMTBOMO08194)	-promoter-TSS (KWMTBOMO08194)	-232	KWMTBOMO08195	KWMTBOMO08195	KWMTBOMO08195.mrna1						
Interval_29193	chr27	3206197	3207571	+	0		Intergenic	Intergenic	-130414	KWMTBOMO15942	KWMTBOMO15942	KWMTBOMO15942.mrna1						
Interval_28674	chr26	9616974	9617485	+	0		promoter-TSS (KWMTBOMO15769)	-promoter-TSS (KWMTBOMO15769)	-89	KWMTBOMO15769	KWMTBOMO15769	KWMTBOMO15769.mrna1						
Interval_7377	chr13	16835171	16835887	+	0		Intergenic	Intergenic	14322	KWMTBOMO08124	KWMTBOMO08124	KWMTBOMO08124.mrna1						
Interval_17984	chr2	4462254	4463329	+	0		promoter-TSS (KWMTBOMO00853)	-promoter-TSS (KWMTBOMO00853)	-190	KWMTBOMO00853	KWMTBOMO00853	KWMTBOMO00853.mrna1						
Interval_28430	chr26	6320433	6321479	+	0		exon (KWMTBOMO15683, exon 1 of 1)	-exon (KWMTBOMO15683, exon 1 of 1)	152	KWMTBOMO15683	KWMTBOMO15683	KWMTBOMO15683.mrna1						
Interval_30285	chr28	189024	189395	+	0		promoter-TSS (KWMTBOMO16160)	-promoter-TSS (KWMTBOMO16160)	-804	KWMTBOMO16160	KWMTBOMO16160	KWMTBOMO16160.mrna1						
Interval_36157	chr5	9090005	9092304	+	0		Intergenic	Intergenic	-1091	KWMTBOMO02696	KWMTBOMO02696	KWMTBOMO02696.mrna1						
Interval_31738	chr3	4178916	4179972	+	0		TTS (KWMTBOMO01193)	-TTS (KWMTBOMO01193)	11604	KWMTBOMO01193	KWMTBOMO01193	KWMTBOMO01193.mrna1						
Interval_20798	chr21	9471864	9472657	+	0		Intergenic	Intergenic	-11007	KWMTBOMO12620	KWMTBOMO12620	KWMTBOMO12620.mrna1						
Interval_30353	chr28	706999	709628	+	0		intron (KWMTBOMO16181, intron 3 of 13)	-intron (KWMTBOMO16181, intron 3 of 13)	4893	KWMTBOMO16181	KWMTBOMO16181	KWMTBOMO16181.mrna1						
Interval_35564	chr5	4231425	4232855	+	0		Intergenic	Intergenic	-1551	KWMTBOMO02512	KWMTBOMO02512	KWMTBOMO02512.mrna1						
Interval_22123	chr22	7451603	7452243	+	0		intron (KWMTBOMO13056, intron 7 of 7)	-intron (KWMTBOMO13056, intron 7 of 7)	-13754	KWMTBOMO13055	KWMTBOMO13055	KWMTBOMO13055.mrna1						
Interval_32188	chr3	7940971	7941838	+	0		promoter-TSS (KWMTBOMO01317)	-promoter-TSS (KWMTBOMO01317)	9	KWMTBOMO01317	KWMTBOMO01317	KWMTBOMO01317.mrna1						
Interval_35426	chr5	3480504	3482119	+	0		promoter-TSS (KWMTBOMO02495)	-promoter-TSS (KWMTBOMO02495)	-40	KWMTBOMO02495	KWMTBOMO02495	KWMTBOMO02495.mrna1						
Interval_36330	chr5	10663812	10664674	+	0		promoter-TSS (KWMTBOMO02778)	-promoter-TSS (KWMTBOMO02778)	-233	KWMTBOMO02778	KWMTBOMO02778	KWMTBOMO02778.mrna1						
Interval_25712	chr24	6910797	6911527	+	0		promoter-TSS (KWMTBOMO14457)	-promoter-TSS (KWMTBOMO14457)	-243	KWMTBOMO14457	KWMTBOMO14457	KWMTBOMO14457.mrna1						
Interval_6864	chr13	10494451	10495557	+	0		intron (KWMTBOMO07937, intron 3 of 10)	-intron (KWMTBOMO07937, intron 3 of 10)	2017	KWMTBOMO07937	KWMTBOMO07937	KWMTBOMO07937.mrna1						
Interval_11003	chr16	13395	13633	+	0		Intergenic	Intergenic	27321	KWMTBOMO09373	KWMTBOMO09373	KWMTBOMO09373.mrna1						
Interval_17947	chr2	4102537	4104022	+	0		promoter-TSS (KWMTBOMO00837)	-promoter-TSS (KWMTBOMO00837)	-383	KWMTBOMO00838	KWMTBOMO00838	KWMTBOMO00838.mrna1						
Interval_41819	chr8	14407985	14408719	+	0		Intergenic	Intergenic	-16529	KWMTBOMO04763	KWMTBOMO04763	KWMTBOMO04763.mrna1						
Interval_12564	chr16	14143671	14144875	+	0		Intergenic	Intergenic	8548	KWMTBOMO09986	KWMTBOMO09986	KWMTBOMO09986.mrna1						
Interval_33313	chr4	2274091	2274688	+	0		Intergenic	Intergenic	-1715	KWMTBOMO01716	KWMTBOMO01716	KWMTBOMO01716.mrna1						
Interval_8063	chr14	5630505	5631235	+	0		exon (KWMTBOMO08325, exon 1 of 10)	-exon (KWMTBOMO08325, exon 1 of 10)	124	KWMTBOMO08325	KWMTBOMO08325	KWMTBOMO08325.mrna1						
Interval_16008	chr19	1007608	1008431	+	0		Intergenic	Intergenic	26416	KWMTBOMO11210	KWMTBOMO11210	KWMTBOMO11210.mrna1						
Interval_37375	chr6	1686628	1688478	+	0		Intergenic	Intergenic	-12911	KWMTBOMO03210	KWMTBOMO03210	KWMTBOMO03210.mrna1						
Interval_33900	chr4	7318465	7319006	+	0		promoter-TSS (KWMTBOMO01881)	-promoter-TSS (KWMTBOMO01881)	26	KWMTBOMO01881	KWMTBOMO01881	KWMTBOMO01881.mrna1						
Interval_36507	chr5	12362388	12362953	+	0		promoter-TSS (KWMTBOMO02838)	-promoter-TSS (KWMTBOMO02838)	-45	KWMTBOMO02838	KWMTBOMO02838	KWMTBOMO02838.mrna1						
Interval_35270	chr5	1873146	1873751	+	0		promoter-TSS (KWMTBOMO02435)	-promoter-TSS (KWMTBOMO02435)	-271	KWMTBOMO02435	KWMTBOMO02435	KWMTBOMO02435.mrna1						
Interval_33206	chr4	1659553	1660173	+	0		promoter-TSS (KWMTBOMO01690)	-promoter-TSS (KWMTBOMO01690)	-75	KWMTBOMO01690	KWMTBOMO01690	KWMTBOMO01690.mrna1						
Interval_24722	chr23	16519461	16520107	+	0		promoter-TSS (KWMTBOMO14040)	-promoter-TSS (KWMTBOMO14040)	48	KWMTBOMO14040	KWMTBOMO14040	KWMTBOMO14040.mrna1						
Interval_19127	chr20	6195478	6196265	+	0		intron (KWMTBOMO12039, intron 1 of 15)	-intron (KWMTBOMO12039, intron 1 of 15)	251	KWMTBOMO12039	KWMTBOMO12039	KWMTBOMO12039.mrna1						
Interval_38241	chr6	12012175	12012895	+	0		intron (KWMTBOMO03559, intron 1 of 9)	-intron (KWMTBOMO03559, intron 1 of 9)	105	KWMTBOMO03559	KWMTBOMO03559	KWMTBOMO03559.mrna1						
Interval_25882	chr24	8842032	8843462	+	0		Intergenic	Intergenic	-30237	KWMTBOMO14509	KWMTBOMO14509	KWMTBOMO14509.mrna1						
Interval_43476	chr9	11822333	11823471	+	0		intron (KWMTBOMO05240, intron 1 of 2)	-intron (KWMTBOMO05240, intron 1 of 2)	431	KWMTBOMO05240	KWMTBOMO05240	KWMTBOMO05240.mrna1						
Interval_26678	chr25	1925122	1926045	+	0		promoter-TSS (KWMTBOMO14990)	-promoter-TSS (KWMTBOMO14990)	-284	KWMTBOMO14990	KWMTBOMO14990	KWMTBOMO14990.mrna1						
Interval_2572	chr11	2979486	2980039	+	0		promoter-TSS (KWMTBOMO06228)	-promoter-TSS (KWMTBOMO06228)	-518	KWMTBOMO06228	KWMTBOMO06228	KWMTBOMO06228.mrna1						
Interval_39928	chr7	11504088	11504982	+	0		Intergenic	Intergenic	-1572	KWMTBOMO04110	KWMTBOMO04110	KWMTBOMO04110.mrna1						
Interval_43490	chr9	11912117	11912759	+	0		intron (KWMTBOMO05242, intron 5 of 9)	-intron (KWMTBOMO05242, intron 5 of 9)	9273	KWMTBOMO05242	KWMTBOMO05242	KWMTBOMO05242.mrna1						
Interval_21740	chr22	3456320	3457143	+	0		Intergenic	Intergenic	31674	KWMTBOMO12887	KWMTBOMO12887	KWMTBOMO12887.mrna1						
Interval_32656	chr3	12372727	12373775	+	0		TTS (KWMTBOMO01492)	-TTS (KWMTBOMO01492)	3148	KWMTBOMO01492	KWMTBOMO01492	KWMTBOMO01492.mrna1						
Interval_34463	chr4	12708951	12710576	+	0		promoter-TSS (KWMTBOMO02140)	-promoter-TSS (KWMTBOMO02140)	-354	KWMTBOMO02141	KWMTBOMO02141	KWMTBOMO02141.mrna1						
Interval_36817	chr5	15299674	15300509	+	0		intron (KWMTBOMO02993, intron 1 of 4)	-intron (KWMTBOMO02993, intron 1 of 4)	13185	KWMTBOMO02993	KWMTBOMO02993	KWMTBOMO02993.mrna1						
Interval_32395	chr3	9856408	9857518	+	0		exon (KWMTBOMO01396, exon 2 of 5)	-exon (KWMTBOMO01396, exon 2 of 5)	286	KWMTBOMO01396	KWMTBOMO01396	KWMTBOMO01396.mrna1						
Interval_1876	chr10	13875532	13876495	+	0		Intergenic	Intergenic	-22987	KWMTBOMO05901	KWMTBOMO05901	KWMTBOMO05901.mrna1						
Interval_36251	chr5	10066628	10067210	+	0		promoter-TSS (KWMTBOMO02750)	-promoter-TSS (KWMTBOMO02750)	-128	KWMTBOMO02750	KWMTBOMO02750	KWMTBOMO02750.mrna1						
Interval_32661	chr3	12386404	12387932	+	0		Intergenic	Intergenic	-10769	KWMTBOMO01492	KWMTBOMO01492	KWMTBOMO01492.mrna1						
Interval_5155	chr12	10629550	10630086	+	0		promoter-TSS (KWMTBOMO07323)	-promoter-TSS (KWMTBOMO07323)	-24	KWMTBOMO07323	KWMTBOMO07323	KWMTBOMO07323.mrna1						
Interval_10505	chr15	12670978	12671834	+	0		promoter-TSS (KWMTBOMO09177)	-promoter-TSS (KWMTBOMO09177)	-41	KWMTBOMO09177	KWMTBOMO09177	KWMTBOMO09177.mrna1						
Interval_273	chr1	16397748	16398680	+	0		promoter-TSS (KWMTBOMO00552)	-promoter-TSS (KWMTBOMO00552)	-85	KWMTBOMO00552	KWMTBOMO00552	KWMTBOMO00552.mrna1						
Interval_33072	chr4	489345	489882	+	0		promoter-TSS (KWMTBOMO01624)	-promoter-TSS (KWMTBOMO01624)	-82	KWMTBOMO01624	KWMTBOMO01624	KWMTBOMO01624.mrna1						
Interval_21727	chr22	3417886	3418664	+	0		Intergenic	Intergenic	-4922	KWMTBOMO12886	KWMTBOMO12886	KWMTBOMO12886.mrna1						
Interval_41403	chr8	11250797	11252019	+	0		promoter-TSS (KWMTBOMO04634)	-promoter-TSS (KWMTBOMO04634)	12	KWMTBOMO04634	KWMTBOMO04634	KWMTBOMO04634.mrna1						
Interval_31745	chr3	4213924	4214803	+	0		TTS (KWMTBOMO01195)	-TTS (KWMTBOMO01195)	2223	KWMTBOMO01195	KWMTBOMO01195	KWMTBOMO01195.mrna1						
Interval_37464	chr6	2489005	2489986	+	0		exon (KWMTBOMO03253, exon 1 of 2)	-exon (KWMTBOMO03253, exon 1 of 2)	128	KWMTBOMO03253	KWMTBOMO03253	KWMTBOMO03253.mrna1						
Interval_32741	chr3	12824620	12825244	+	0		promoter-TSS (KWMTBOMO01522)	-promoter-TSS (KWMTBOMO01522)	46	KWMTBOMO01522	KWMTBOMO01522	KWMTBOMO01522.mrna1						
Interval_12246	chr16	11117329	11117945	+	0		promoter-TSS (KWMTBOMO09874)	-promoter-TSS (KWMTBOMO09874)	-364	KWMTBOMO09874	KWMTBOMO09874	KWMTBOMO09874.mrna1						
Interval_27567	chr25	11405927	11406563	+	0		Intergenic	Intergenic	-9134	KWMTBOMO15394	KWMTBOMO15394	KWMTBOMO15394.mrna1						
Interval_14488	chr18	2664241	2665327	+	0		promoter-TSS (KWMTBOMO10767)	-promoter-TSS (KWMTBOMO10767)	25	KWMTBOMO10767	KWMTBOMO10767	KWMTBOMO10767.mrna1						
Interval_39706	chr7	9631663	9632685	+	0		promoter-TSS (KWMTBOMO04041)	-promoter-TSS (KWMTBOMO04041)	-337	KWMTBOMO04041	KWMTBOMO04041	KWMTBOMO04041.mrna1						
Interval_40986	chr8	7393968	7395120	+	0		promoter-TSS (KWMTBOMO04480)	-promoter-TSS (KWMTBOMO04480)	-129	KWMTBOMO04481	KWMTBOMO04481	KWMTBOMO04481.mrna1						
Interval_15051	chr18	8069901	8070536	+	0		promoter-TSS (KWMTBOMO10950)	-promoter-TSS (KWMTBOMO10950)	-212	KWMTBOMO10950	KWMTBOMO10950	KWMTBOMO10950.mrna1						
Interval_13240	chr17	7092516	7093398	+	0		Intergenic	Intergenic	-3373	KWMTBOMO10290	KWMTBOMO10290	KWMTBOMO10290.mrna1						
Interval_17827	chr2	2904170	2904723	+	0		promoter-TSS (KWMTBOMO00783)	-promoter-TSS (KWMTBOMO00783)	-809	KWMTBOMO00783	KWMTBOMO00783	KWMTBOMO00783.mrna1						
Interval_35455	chr5	3614292	3615825	+	0		Intergenic	Intergenic	46336	KWMTBOMO02503	KWMTBOMO02503	KWMTBOMO02503.mrna1						
Interval_37812	chr6	7313446	7314531	+	0		Intergenic	Intergenic	-49627	KWMTBOMO03417	KWMTBOMO03417	KWMTBOMO03417.mrna1						
Interval_10813	chr15	15761352	15762272	+	0		promoter-TSS (KWMTBOMO09313)	-promoter-TSS (KWMTBOMO09313)	-178	KWMTBOMO09313	KWMTBOMO09313	KWMTBOMO09313.mrna1						
Interval_34168	chr4	9773208	9773788	+	0		Intergenic	Intergenic	-7206	KWMTBOMO02002	KWMTBOMO02002	KWMTBOMO02002.mrna1						
Interval_14376	chr18	355606	355878	+	0		Intergenic	Intergenic	-1743	KWMTBOMO10678	KWMTBOMO10678	KWMTBOMO10678.mrna1						
Interval_2670	chr11	4326784	4327384	+	0		promoter-TSS (KWMTBOMO06300)	-promoter-TSS (KWMTBOMO06300)	-73	KWMTBOMO06300	KWMTBOMO06300	KWMTBOMO06300.mrna1						
Interval_40397	chr8	1907987	1910440	+	0		Intergenic	Intergenic	4216	KWMTBOMO04284	KWMTBOMO04284	KWMTBOMO04284.mrna1						
Interval_20410	chr21	5658556	5659606	+	0		Intergenic	Intergenic	5307	KWMTBOMO12515	KWMTBOMO12515	KWMTBOMO12515.mrna1						
Interval_26266	chr24	15311349	15312669	+	0		promoter-TSS (KWMTBOMO14796)	-promoter-TSS (KWMTBOMO14796)	-837	KWMTBOMO14796	KWMTBOMO14796	KWMTBOMO14796.mrna1						
Interval_31178	chr3	109154	109480	+	0		promoter-TSS (KWMTBOMO01020)	-promoter-TSS (KWMTBOMO01020)	98	KWMTBOMO01020	KWMTBOMO01020	KWMTBOMO01020.mrna1						
Interval_22162	chr22	7942958	7944105	+	0		exon (KWMTBOMO13072, exon 4 of 4)	-exon (KWMTBOMO13072, exon 4 of 4)	-4283	KWMTBOMO13073	KWMTBOMO13073	KWMTBOMO13073.mrna1						
Interval_33868	chr4	7103044	7104164	+	0		promoter-TSS (KWMTBOMO01866)	-promoter-TSS (KWMTBOMO01866)	-216	KWMTBOMO01866	KWMTBOMO01866	KWMTBOMO01866.mrna1						
Interval_10693	chr15	14753050	14754359	+	0		TTS (KWMTBOMO09267)	-TTS (KWMTBOMO09267)	5990	KWMTBOMO09267	KWMTBOMO09267	KWMTBOMO09267.mrna1						
Interval_20876	chr21	10320973	10321800	+	0		Intergenic	Intergenic	26221	KWMTBOMO12653	KWMTBOMO12653	KWMTBOMO12653.mrna1						
Interval_35248	chr5	1735902	1736479	+	0		exon (KWMTBOMO02418, exon 1 of 7)	-exon (KWMTBOMO02418, exon 1 of 7)	117	KWMTBOMO02418	KWMTBOMO02418	KWMTBOMO02418.mrna1						
Interval_34342	chr4	11684361	11686872	+	0		TTS (KWMTBOMO02084)	-TTS (KWMTBOMO02084)	10298	KWMTBOMO02083	KWMTBOMO02083	KWMTBOMO02083.mrna1						
Interval_24993	chr23	19633015	19633516	+	0		promoter-TSS (KWMTBOMO14164)	-promoter-TSS (KWMTBOMO14164)	24	KWMTBOMO14164	KWMTBOMO14164	KWMTBOMO14164.mrna1						
Interval_17109	chr19	10638168	10639305	+	0		promoter-TSS (KWMTBOMO11649)	-promoter-TSS (KWMTBOMO11649)	-279	KWMTBOMO11649	KWMTBOMO11649	KWMTBOMO11649.mrna1						
Interval_19447	chr20	9029455	9030319	+	0		Intergenic	Intergenic	20897	KWMTBOMO12186	KWMTBOMO12186	KWMTBOMO12186.mrna1						
Interval_13449	chr17	8888231	8888717	+	0		promoter-TSS (KWMTBOMO10371)	-promoter-TSS (KWMTBOMO10371)	-120	KWMTBOMO10371	KWMTBOMO10371	KWMTBOMO10371.mrna1						
Interval_34815	chr4	15938330	15939100	+	0		promoter-TSS (KWMTBOMO02277)	-promoter-TSS (KWMTBOMO02277)	80	KWMTBOMO02277	KWMTBOMO02277	KWMTBOMO02277.mrna1						
Interval_6177	chr13	4411910	4412433	+	0		promoter-TSS (KWMTBOMO07688)	-promoter-TSS (KWMTBOMO07688)	60	KWMTBOMO07688	KWMTBOMO07688	KWMTBOMO07688.mrna1						
Interval_13902	chr17	13030358	13031138	+	0		exon (KWMTBOMO10510, exon 2 of 2)	-exon (KWMTBOMO10510, exon 2 of 2)	131	KWMTBOMO10510	KWMTBOMO10510	KWMTBOMO10510.mrna1						
Interval_12928	chr17	3575869	3577526	+	0		promoter-TSS (KWMTBOMO10175)	-promoter-TSS (KWMTBOMO10175)	-151	KWMTBOMO10175	KWMTBOMO10175	KWMTBOMO10175.mrna1						
Interval_30793	chr28	5811696	5812274	+	0		Intergenic	Intergenic	-1743	KWMTBOMO16344	KWMTBOMO16344	KWMTBOMO16344.mrna1						
Interval_33250	chr4	1963331	1964371	+	0		Intergenic	Intergenic	4732	KWMTBOMO01703	KWMTBOMO01703	KWMTBOMO01703.mrna1						
Interval_39546	chr7	8157277	8157832	+	0		promoter-TSS (KWMTBOMO04006)	-promoter-TSS (KWMTBOMO04006)	-64	KWMTBOMO04006	KWMTBOMO04006	KWMTBOMO04006.mrna1						
Interval_14611	chr18	4197371	4197951	+	0		Intergenic	Intergenic	46948	KWMTBOMO10828	KWMTBOMO10828	KWMTBOMO10828.mrna1						
Interval_19183	chr20	6703223	6704044	+	0		promoter-TSS (KWMTBOMO12067)	-promoter-TSS (KWMTBOMO12067)	-187	KWMTBOMO12067	KWMTBOMO12067	KWMTBOMO12067.mrna1						
Interval_5033	chr12	9399943	9400358	+	0		Intergenic	Intergenic	45701	KWMTBOMO07262	KWMTBOMO07262	KWMTBOMO07262.mrna1						
Interval_25429	chr24	2641439	2641756	+	0		Intergenic	Intergenic	-1003	KWMTBOMO14346	KWMTBOMO14346	KWMTBOMO14346.mrna1						
Interval_20980	chr21	11237510	11239584	+	0		intron (KWMTBOMO12674, intron 2 of 8)	-intron (KWMTBOMO12674, intron 2 of 8)	15734	KWMTBOMO12674	KWMTBOMO12674	KWMTBOMO12674.mrna1						
Interval_4358	chr12	2729276	2729916	+	0		promoter-TSS (KWMTBOMO07047)	-promoter-TSS (KWMTBOMO07047)	-199	KWMTBOMO07048	KWMTBOMO07048	KWMTBOMO07048.mrna1						
Interval_29740	chr27	7221736	7222060	+	0		Intergenic	Intergenic	-2955	KWMTBOMO16041	KWMTBOMO16041	KWMTBOMO16041.mrna1						
Interval_42047	chr9	117826	118430	+	0		promoter-TSS (KWMTBOMO04842)	-promoter-TSS (KWMTBOMO04842)	-543	KWMTBOMO04842	KWMTBOMO04842	KWMTBOMO04842.mrna1						
Interval_16148	chr19	2189968	2191113	+	0		Intergenic	Intergenic	5489	KWMTBOMO11268	KWMTBOMO11268	KWMTBOMO11268.mrna1						
Interval_37788	chr6	7017048	7018010	+	0		promoter-TSS (KWMTBOMO03401)	-promoter-TSS (KWMTBOMO03401)	37	KWMTBOMO03401	KWMTBOMO03401	KWMTBOMO03401.mrna1						
Interval_7052	chr13	12859879	12860817	+	0		promoter-TSS (KWMTBOMO08021)	-promoter-TSS (KWMTBOMO08021)	-457	KWMTBOMO08021	KWMTBOMO08021	KWMTBOMO08021.mrna1						
Interval_31866	chr3	5673231	5673913	+	0		promoter-TSS (KWMTBOMO01230)	-promoter-TSS (KWMTBOMO01230)	-106	KWMTBOMO01230	KWMTBOMO01230	KWMTBOMO01230.mrna1						
Interval_27112	chr25	6049816	6051053	+	0		exon (KWMTBOMO15167, exon 1 of 1)	-exon (KWMTBOMO15167, exon 1 of 1)	259	KWMTBOMO15167	KWMTBOMO15167	KWMTBOMO15167.mrna1						
Interval_33834	chr4	6719696	6720327	+	0		promoter-TSS (KWMTBOMO01862)	-promoter-TSS (KWMTBOMO01862)	-130	KWMTBOMO01862	KWMTBOMO01862	KWMTBOMO01862.mrna1						
Interval_16757	chr19	7683307	7684114	+	0		promoter-TSS (KWMTBOMO11522)	-promoter-TSS (KWMTBOMO11522)	-16	KWMTBOMO11522	KWMTBOMO11522	KWMTBOMO11522.mrna1						
Interval_24002	chr23	8887361	8888263	+	0		Intergenic	Intergenic	-4150	KWMTBOMO13773	KWMTBOMO13773	KWMTBOMO13773.mrna1						
Interval_8566	chr14	9237808	9239643	+	0		intron (KWMTBOMO08441, intron 2 of 8)	-intron (KWMTBOMO08441, intron 2 of 8)	-36917	KWMTBOMO08442	KWMTBOMO08442	KWMTBOMO08442.mrna1						
Interval_42846	chr9	6244184	6244998	+	0		promoter-TSS (KWMTBOMO05034)	-promoter-TSS (KWMTBOMO05034)	-86	KWMTBOMO05034	KWMTBOMO05034	KWMTBOMO05034.mrna1						
Interval_8775	chr14	10792642	10793841	+	0		Intergenic	Intergenic	10077	KWMTBOMO08491	KWMTBOMO08491	KWMTBOMO08491.mrna1						
Interval_226	chr1	14888499	14889183	+	0		Intergenic	Intergenic	-41665	KWMTBOMO00513	KWMTBOMO00513	KWMTBOMO00513.mrna1						
Interval_4936	chr12	8618657	8620397	+	0		promoter-TSS (KWMTBOMO07227)	-promoter-TSS (KWMTBOMO07227)	88	KWMTBOMO07227	KWMTBOMO07227	KWMTBOMO07227.mrna1						
Interval_24711	chr23	16354853	16355859	+	0		Intergenic	Intergenic	-10947	KWMTBOMO14033	KWMTBOMO14033	KWMTBOMO14033.mrna1						
Interval_6273	chr13	5154640	5155361	+	0		intron (KWMTBOMO07716, intron 2 of 26)	-intron (KWMTBOMO07716, intron 2 of 26)	4715	KWMTBOMO07716	KWMTBOMO07716	KWMTBOMO07716.mrna1						
Interval_27029	chr25	5565132	5565999	+	0		promoter-TSS (KWMTBOMO15127)	-promoter-TSS (KWMTBOMO15127)	-150	KWMTBOMO15127	KWMTBOMO15127	KWMTBOMO15127.mrna1						
Interval_15064	chr18	8171648	8172105	+	0		Intergenic	Intergenic	-4091	KWMTBOMO10956	KWMTBOMO10956	KWMTBOMO10956.mrna1						
Interval_17794	chr2	2608357	2608800	+	0		exon (KWMTBOMO00769, exon 2 of 3)	-exon (KWMTBOMO00769, exon 2 of 3)	2197	KWMTBOMO00769	KWMTBOMO00769	KWMTBOMO00769.mrna1						
Interval_20948	chr21	11057671	11058481	+	0		promoter-TSS (KWMTBOMO12665)	-promoter-TSS (KWMTBOMO12665)	-74	KWMTBOMO12665	KWMTBOMO12665	KWMTBOMO12665.mrna1						
Interval_11024	chr16	100809	101797	+	0		Intergenic	Intergenic	22447	KWMTBOMO09376	KWMTBOMO09376	KWMTBOMO09376.mrna1						
Interval_19430	chr20	8987136	8987692	+	0		exon (KWMTBOMO12185, exon 5 of 8)	-exon (KWMTBOMO12185, exon 5 of 8)	18655	KWMTBOMO12185	KWMTBOMO12185	KWMTBOMO12185.mrna1						
Interval_16206	chr19	2617336	2618141	+	0		promoter-TSS (KWMTBOMO11296)	-promoter-TSS (KWMTBOMO11296)	-213	KWMTBOMO11296	KWMTBOMO11296	KWMTBOMO11296.mrna1						
Interval_15017	chr18	7825342	7826321	+	0		intron (KWMTBOMO10943, intron 3 of 5)	-intron (KWMTBOMO10943, intron 3 of 5)	-1079	KWMTBOMO10944	KWMTBOMO10944	KWMTBOMO10944.mrna1						
Interval_40981	chr8	7333371	7334088	+	0		promoter-TSS (KWMTBOMO04478)	-promoter-TSS (KWMTBOMO04478)	33	KWMTBOMO04478	KWMTBOMO04478	KWMTBOMO04478.mrna1						
Interval_8643	chr14	9604713	9605127	+	0		Intergenic	Intergenic	-3757	KWMTBOMO08460	KWMTBOMO08460	KWMTBOMO08460.mrna1						
Interval_32623	chr3	12186640	12187717	+	0		Intergenic	Intergenic	20701	KWMTBOMO01483	KWMTBOMO01483	KWMTBOMO01483.mrna1						
Interval_3555	chr11	14437149	14438112	+	0		promoter-TSS (KWMTBOMO06766)	-promoter-TSS (KWMTBOMO06766)	-119	KWMTBOMO06766	KWMTBOMO06766	KWMTBOMO06766.mrna1						
Interval_25021	chr23	19804550	19805228	+	0		promoter-TSS (KWMTBOMO14176)	-promoter-TSS (KWMTBOMO14176)	-271	KWMTBOMO14176	KWMTBOMO14176	KWMTBOMO14176.mrna1						
Interval_29845	chr27	7893881	7894600	+	0		promoter-TSS (KWMTBOMO16061)	-promoter-TSS (KWMTBOMO16061)	-205	KWMTBOMO16061	KWMTBOMO16061	KWMTBOMO16061.mrna1						
